Emotion,Text
anger,’ want 
joy,Holmes happy freedom house 
surprise,going watch   skate Bryant Park
fear,right afraid let stop you
sadness,yes people mosquito repellent new deodorant #soitchy
fear,Finally cleared desk work space   watching television online Wow finals coming soon
joy,Happiness gift freely given day… untie ribbons… unfurl splendid joy♥  
neutral,Hello  Tom 
anger,Erika stamped foot vexation 
fear,felt fear fell broke leg pieces feel all
fear,     jest  dare meet time space probably collapse us
neutral,Passed 
neutral,Yes 
neutral,Come  Tara  Let ’ window buy tickets  movie starting minutes 
anger,Urgh proper fat fuck bastard bloke pushed way getting train hope arteries you
sadness,  jelly Im public cant pantless cold
fear,exam
joy,Friday night excited pissed im sitting laz home
anger,tried breake boyfriend refused let go
sadness,truly wonderful evening catching nephew @ la spiga cap hill wish lived closer
fear,gone hospital research got late reaching home feared reached home quarrel late
surprise,Heeft iemand van die kleine plastic cowboy en indianenpoppetjes die ergens liggen te verstoffen Kan ze goed gebruiken #dtv
sadness,Netflix worknow cant catch Greys Anatomy
joy,ugh working stupid boring history presentation 
anger,felt anger roommate habit leaving dirty dishes sink generally cleaning himself
joy,YES ipod dropped water 3 months ago working :) apple replace ipods stuff like that
joy,rothlisberger helped field christmas comes early
joy,passed exam doudts about
fear,Gascoigne Englishman fill role Bobby Charlton  man absence team sheet spread dismay teammates supporters alike 
fear,afraid dog ran crack fence train coming
sadness,  day weekend blink missed kinda thing
joy, looked fondly Anne  bright eyes happy face 
anger,Jennifer Davies  break  cant stand  dweeb  possibly ace keeps cutting class time 
sadness,moment spend hour reading chapters included filipino coveragehahaha
joy,Today great daynot letting   u BS #Keepitmovin
joy,  Im feed starving children feeding starving children
anger,Twisting financial aids arm Wayne Stated soml
anger,dipped cotton wool water dabbed livid puffy eyes 
sadness,families face heartbreak burglary Christmas 
sadness,feather fell hair shower
surprise,  Noh Bas sad Bedankt voor de tip ruil hiervoor krijg je een wait it RadioheadLP
joy,Left work sad stop listening   remembered listen new smart phone way home
sadness,describe sad   going fav team (Lakers) playing athlete hate (Kobe)
sadness,mini heart attack says   following you turns poser picture
joy,Despite tweet yesterday Im actually HPER morning class
joy,Driving circles boyfriend providence Pawtucket
surprise,looked bewildered eyes firmly away  turning launch water 
anger,wanna head ram mirrors shattered reflective pieces glass pain
joy,5 papers write today
surprise,added :  m astounded fringe Dutch team  
anger,certain Area Party Secretary came home morning said leave home build reason wanted establish market Chairman knew angry
neutral,Yes  
disgust,  Thats like making children talk bad parent divorce :( Kids ammo Tools #ows
anger,tell 
surprise,love flower bouquet Dept Gurl friends brought 2 :) #Love #FP #QP
anger,believe wedding present  Joanne  hardly use 
surprise,Joan s great skill   completely nonplussed Richard 
fear,Je ferais bien mon shopping coiffure pour le prochain Grand Webze mais rien qui branche Surtout pas Sylvie Tellier en tout cas
joy,  bad mate Need 6 hrs day Currently dealing joys
joy,Cheer Competition 1 week
joy,like 9am dentist appointment day started right #whatdididotodeservethis
fear,Wait come home guy holding people hostage exon thought left Newburgh #wtf
anger,speak different languages pretty familiar is #young #dangerous
anger,Im glad like 
surprise,sister home YAY VISIT
surprise,Damnwell guess rained pretty hard night windy hell
joy,Christmas Spirit Got Pandora work amp putting Christmas Decorations love time year :D
fear,Cindy  Im scared 
joy,father stayed abroad year like write letters makes ortographic mistakes good relation him wrote letter said loved me
sadness,Christmas spirit art thou cant feel Dubai
anger,bit  Im extremely annoyed phone promised  Hes liar 
joy,smile eyes sparkle effervescence warmth endears uplifts us
sadness,thing friends relatives sad happened them
joy,Thinking making spare bedroom crafting room Cubbies lining wall filled sort Oh #MyWorld
sadness,Big weekend voice tired
surprise,DAMNgt Got EyeBrows Arch Sooo High Time Look Think Tryin MeWTF
joy,Yes  Ill waiting home 10:00 
joy,Thanksgiving break = reroofing house
joy,Unbeknown me flatmate wkd makeup artist kitchen client it hob doubles counter MAC
fear,walk n room n ppl stop talkin dat mean dey talkin bout n dey wat im gne hear hahahahah
joy,Football Tele nice cold beer cant think better way spending Monday night
neutral,course 
fear,Gr8 day couch 2day Shrink said deeply rooted love 4 white Burgundy=neg impact (lack of) Jura life Breakthrough
joy,Wonderful surprise Mr Postman
disgust,  needs admit love face
joy,knew job
fear,walking streets gang thugs
sadness,Black Friday madness year
anger, hate exams want 2 leave #cyclesradio #fuck college
joy,Mango face mask on Let pampering begin
joy,wait eat spaghetti watch tv hours worrying exam tonight #lsu
sadness,Id like  Im today 
joy,got home 2 week mission trip tanned tired definitely challenged spiritually
sadness,realize PICTURES BFF time Im going colombia crazy taking pictures lol #uglytruth
anger,’ questioning ability  tell ya   ’ talk boss 
joy,zooey deschenel singing merry little christmas #musicalgeek
anger,hate shopping mother
joy,let ur ego miss
joy,ontem fui na  ela deu varios abraços tipo pareçendo que era um adeus sei la x:
anger,stopped saw look annoyance face 
surprise,good job hiding dime forgetting it
joy,hug/ giftcard Christmas promise spent hella long time looking
sadness,believe Im going leave TJ Maxx Kate Spade boots Im losing it
surprise,Mums gonna kill amp sister shes shopping saturday birthday
joy,11:43yeah think time start 50 question Trig Test :D
sadness,started construction lot house #putsacrampinmystyle
anger,frustrating   problem  feel lot better currency little stable  way dollar plummeting lately  securities gone smoke 
sadness,heard death mother
surprise,Tonight need work iPhoto books kids think giving tree
joy,someone little ball net hopefully means 90 mins vs 120   :)
surprise,awkward moment wearing bra fam decides visit
fear,Word RT   look cant occasional crass sexual joke protests terrorists won
sadness, naught offer   youth saying sorrow voice 
neutral,time 
surprise,  colby drunk pulled nighter hes got test hour #fratlife
joy,Ive drinking water non stop past days
joy,felt happy end 10 day student camp shared hopes aspirations open situation generated strong frienships experienced worth well
neutral,week 
joy,time year BEST time yearmakes happyheavy sigh*
surprise,excited tonights staff meeting   Itll like experienced
sadness,real world
sadness,Missed island misfit toys
joy,Know rarer difficult beautiful sadness Andre Gide
sadness,Im sorry let  Ill 
fear,’ dangerous  ’ dare 
anger,thought appointment turns nerves shit tooth
surprise,new area astonished vivid crimson earth buildings 
sadness,looking u   hardware yesterday gna b late left :(
surprise,tycker livet är rätt glatt särskilt nu när det kommit snö på isendå ser man inte ens HUR glatt livet är
anger,Angry separated Jeanne  Modigliani spent time drinking windowless little bar local artists met  drank ran debts 
sadness,Tragic news death Gary Speed Welsh footballer #wales #2011
anger,  Kapil sibal ji Digvijaya singh aur manish tewari bole Sab rangila haiTwitterFacebook bole character dhila hai
joy,exam done confident cant worry now work couple hours
anger,Yeah  driving mad 
joy,Que sueño eh   jajjaajajja te quiero Aunque posiblemente tenga un esguince en el pie nos hayan intentado robar #gentuza
surprise,buy gift Athletic Training Christmas party tonight get
anger,looked offended guessed idea discretion swapping length lead pipe rubber truncheon 
surprise,stunned mourners told grieving widow Linsay Robinson  pay  
joy,chosen experiment aphasia
joy,wondering world going Womanthology sketchbook got word theyre shipping week
anger,750am ask question tell start work till 8am
surprise,invited girl sister   birthday partyhope mad LMAO
surprise,tho Im mad Im loving Im going home 30 min mommy dad know lol
fear,          throw Khawaja / Wade / Warner suddenly weve got match winners
joy,Time started makeup work missing 20 days school
sadness,little sisters Graduation High School grandmother sick passed away months later
joy,officially owner apartment #fb #jh
sadness,father recently heart attack  spending months hospital
joy,Paddington grew excited listened 
sadness,fitting Class 2011 possibly goes like this promise live
anger,’ running ground  ’ ask time  long weekend away 
disgust,hell going heaven
sadness,wish wings way fly away world
joy,looking forward day Friday #grocerystoressuck
surprise,En serio Tu estas jodiendo RT   llegó un cheque de estimulo federal este año tambien hay
anger,lt3 :/ dont let bring u down RT   ppl wake morning done
sadness,child grassparakeet liked much legs crippled fast came room notice stepped him days later died
joy,Ohh today gonna fun family fightingg
joy,Theres world like singing playing silly toddler cousins #ilovemylivelyfamily
sadness,euphoria sense wellbeing accompanied boom years 1980s replaced mood despondency companies individuals experience effects westernstyle recession 
sadness,wonder inconsolable prospect child returned London 
surprise,found kids Im babysitting tonight wheelchair awe :(
fear,Okay  thank  Ill reservation soon 
anger, hijackers respect human life 
joy,noticed laugh simultaneously w/   sing #AWESOME
joy,  Watching dog open advent calender brings
fear,child  stepping rusty nail  told tetanus
fear,and doubt slips mind
fear,hinders  sin  sin  sin  #Unforgiveness sin  Faith God  Turn away sin 
fear,found gone school premises permisssion wrong time
sadness,Darby momentarily crestfallen saying :  think s office need find 
neutral,Fixed 
anger,argument friends knew right friends went arguing know right thing
joy,checked thyroid blood sugar problem
joy,Super tiredand like 6:30 tomorrow morning
